Date,AdaniPorts,Ambuja,Apollo,AxisBank,Bajaj,BoB,Bata,BlueStar,Camlin,Castrol,Cipla,Deccan Gold,GreavesCotton,Fortis,Glenmark,GodfreyPhillips,Godrej,HCLTech,HDFCbank,Hindalco,HindustanPetrol,Imagica,Infosys,IRCTC,ITC,Kajaria,Kalyan,Linc,Lux,Max,AndhraPaper,Nerolac,ONGC,Panasonic,Patanjali,Timex,Raymond,Reliance,Siemens,SBI,SteelAuth,sunPharma,TataComm,TataSteel,Titan,Ultramarine,Wipro,Wonderla,YesBank,Nilkamal
10-Jan-23,818.85,525.1,329.95,964.15,1169.05,185.5,2494.4,1205.65,82.55,123.7,1077.25,42.05,134.05,285.85,427.9,2102.15,451.5,1069.9,1597.45,477,246,40.15,1484.4,640,338,1169.95,125.95,473.6,1607.4,451,410.5,409.75,148.95,257,1183.05,150.9,1436.35,2604.05,2915,607.85,87.75,1010.05,1347.05,117.55,2494.4,323.5,392.1,353.8,21.25,1918
09-Jan-23,810,524.35,329.05,945,1202,184.1,2539,1206.2,82.05,126.2,1078.9,42.5,134.1,284,424.15,2037.35,451.05,1042.15,1595.8,469.25,249.4,43.7,1444,638,336.05,1152.05,124.45,436.8,1632,435.1,416.75,423.8,149.05,255.3,1175.2,146.7,1456.05,2543.7,2872.05,605.95,86.7,1019.95,1337.05,116.8,2539,328.7,385.5,353.75,21.35,1915.05
06-Jan-23,819,526,338.45,948,1148,184.45,2568.5,1192.1,85.55,128.6,1084.25,41.2,134.3,288.55,434.6,1941.65,433.6,1037.5,1599.75,465.7,244.75,41,1470,634.15,333.6,1194.2,122.15,444.8,1611.05,443.95,415.25,419.15,146.55,256,1196.45,147.9,1498.95,2529,2900.05,606.1,87.8,1008.05,1325.3,116.8,2568.5,333.7,386.25,354.65,21.55,1870
05-Jan-23,813.05,519.5,319,963,1165.05,183.85,2595,1194.4,86.15,127.9,1067.6,40.95,136.45,284,432.25,1930,432,1036.55,1614.3,463.5,243.05,38.45,1501,637.05,327.9,1143.2,121.05,462,1635.9,442.05,418.05,430.85,146,260.85,1192,151.4,1465.05,2525,2812.2,607.9,85.5,1004.25,1347.95,116.4,2595,330.05,390.6,359.95,21.5,1911
04-Jan-23,819.75,533.05,326.05,964,1188,187.35,2624.9,1196.05,86.4,126.95,1075.9,41.8,137,281.55,431.25,1999.75,440.15,1039.95,1635,477.85,237.45,40,1522.9,644.95,332.5,1148.05,124.9,445.15,1664.6,442.55,424.7,431.95,147.7,255.2,1215,150.5,1490,2559,2822.05,612.35,87.7,1006.65,1336.55,118.55,2624.9,334.1,397.05,348.05,22.2,1898
03-Jan-23,822,526.45,325.7,942.1,1190,186.25,2565.8,1187.55,86,126.75,1070.95,39.3,138.6,280.1,423,2000,436.1,1035,1624.55,487,235,38.3,1521,650,332,1150,125.9,410,1643.2,441.1,430,437.2,149.95,255,1193.95,156.5,1512.35,2567.7,2859,612.55,88.95,990,1317,119.75,2565.8,337.95,393.4,350.35,21.9,1875
02-Jan-23,821.7,525.7,324.45,930.05,1210.05,186.5,2598.6,1192.55,86.5,123.65,1083.95,38.7,140.2,282.55,421.05,1960.05,437,1039,1622.05,475,237,37.35,1513,643.45,331.5,1157.45,127.05,413.3,1646.3,440.3,411.7,438.7,147.6,256.95,1193.1,147.05,1470,2556.9,2861.45,615,83.15,995.1,1309.95,114.2,2598.6,342.5,392.75,343.05,20.9,1889.95
30-Dec-22,824.95,524.3,329.75,943,1223.95,186.65,2565,1197.6,84.05,123.6,1090.15,38.5,140.35,283.9,421.75,1894.9,430.5,1045.2,1643.5,472.65,231.25,36.6,1525.15,635.15,335.25,1158.4,128.15,405.65,1669.4,452.05,421.35,432.1,145.05,254,1179,151.8,1447.95,2547,2845.5,615.7,82.25,1000.05,1264,112.55,2565,336.8,393,341.05,20.45,1853.9
29-Dec-22,806,515.75,322.75,921.6,1181.2,181.05,2570,1184.1,84.8,127.2,1083,38.05,134,278.1,420.8,1868,435,1030,1618.15,459,230.75,37.9,1502,636,334,1111,131.9,387.3,1666.5,440,428.4,444,142.35,252.85,1162.05,145,1440.95,2532.05,2840,601.2,79.8,994.5,1260,108.8,2570,340.05,386.05,333.4,19.95,1863.25
28-Dec-22,816.7,526.95,324.9,931.95,1196.4,177.5,2509,1192.8,82,121.95,1096.55,40.5,132,278,425,1834.95,437,1029,1629,467,230.35,35.5,1505,635.9,333,1104.5,124,368.6,1614.35,441.65,416.65,435,143.15,255.05,1156.45,143.5,1427.95,2535.9,2840.05,602,80.9,993.25,1276.95,111.15,2509,338.85,385.9,340,20.2,1858
27-Dec-22,807.6,519.95,321,933,1141.45,178.7,2503.05,1188,80.45,121.95,1099.95,42.5,133.7,275,426,1842,442.95,1039.95,1632.3,445.15,230.9,37.45,1510,630,335.5,1098.1,124.8,381.5,1618.75,445.55,408.65,438.95,141.8,250,1151.4,140.1,1454,2529,2869.95,600.9,77.25,999,1245.2,106.6,2503.05,340.7,381.5,338.5,20.15,1875.65
26-Dec-22,794.5,491.3,302.05,904.3,1124.9,168.55,2483.4,1172.95,78.5,116.2,1126.05,40,126.1,268.95,429.1,1630.05,420,1029.05,1591,431,223.35,33.5,1497.65,609.25,325.35,1060,107.55,355,1554.45,427.05,376,417.15,139.55,247,1085,131.4,1330,2513.7,2803.05,573.6,74.5,1005,1210.05,102,2483.4,334.95,377.7,320.5,17.45,1771
23-Dec-22,849.35,527.2,310.3,906.2,1154.05,173.55,2450,1171.05,75.2,121.3,1122,43.6,131.9,279.95,430.15,1801.05,429.95,1023.05,1583,452.05,229.85,35.25,1508,630.3,329,1079.05,121.5,365,1579.3,447,409.85,418.65,140,252,1140,137.4,1415.35,2564,2852,590,77.75,1010.8,1259.95,105.8,2450,332.85,383.3,324.85,18.55,1841.65
22-Dec-22,863,540.45,318.1,934.35,1152.05,178.1,2481.2,1201.55,82.45,123.65,1137.65,42.35,135.05,283.05,445.15,1940.1,442,1042,1620,457.5,234,38.4,1517.55,654.15,335,1090.4,123.1,402.35,1656.1,444.8,428.5,435.6,144.5,260.1,1181.9,150.9,1490.05,2595.2,2875,595.2,82.1,1019.5,1277.05,109.4,2481.2,329,389.35,343.15,19.9,1868.1
21-Dec-22,885.45,560.45,329.75,954.6,1145,184.25,2508.5,1245,89.7,129.15,1091.05,44.75,138.95,280.6,411.45,2059.95,462,1035,1642,457.55,241.55,41.55,1513,679.85,341,1098,131.4,429.35,1770,445.55,448.3,421,146.9,261.55,1242.5,158,1584.8,2622,2989.9,604.65,82,989.05,1302.85,111.65,2508.5,333.25,390.25,370,21.4,1892.4
20-Dec-22,892.95,562.15,324,946.2,1161.95,182.5,2520,1245.05,86,128.5,1093,43.4,138.15,279.2,415.5,1976.9,456.9,1023.55,1621,458.95,241.6,41.1,1504,677,338.4,1102.6,129,424.45,1683.55,419.55,453.6,430,145.1,261.7,1232.95,158,1587.95,2593.95,2925.75,603.5,82.5,985.05,1315.85,111.2,2520,323,389.05,383.95,21.35,1900.9
19-Dec-22,861,555.05,323.05,933.4,1154.15,182.2,2475.05,1269.9,88.25,129.05,1089.4,42.15,141.85,275.6,420.05,1885.1,464.95,1027.1,1640.65,456.15,243.15,36.55,1515,675,336.05,1139.4,128,408.5,1684.05,425.6,434,430.5,146.35,264,1249.7,161.95,1582.65,2583.95,2893.9,608.3,82.7,982.05,1315,110.75,2475.05,325.35,389.85,364.7,21.25,1850.5
16-Dec-22,880,558,318.15,933.1,1145.05,184,2510,1240.1,89,129.1,1095.25,44.05,142.95,280.35,437,1981.15,457.2,1030,1620,455.15,247,36.8,1529.8,682.8,338.45,1155,118.05,420.15,1698.45,430,420.3,436.4,148.25,263.15,1231.05,153.7,1509.95,2570,2950,612.8,83.05,995,1313,110.15,2510,336.15,393,363.05,22.2,1913.05
15-Dec-22,898.2,580.55,319.8,937.55,1158.95,191.6,2589.85,1289.95,90.6,132.4,1111.65,45.5,141.45,292,442,1938.55,466.9,1054.95,1652.1,467.85,242.75,36.95,1567,698,345,1120.9,118.25,426.35,1715.15,432.95,445,441.15,147,268.95,1275,168,1457.15,2609.5,3005.05,625,85,1000.6,1358.5,112.75,2589.85,335.85,400,362.2,21.95,1955
14-Dec-22,899.95,585.4,318.25,945,1107.1,194.5,2598.15,1276.05,90.6,134.95,1110.35,46.8,138.05,287.25,429.05,1969.65,482.95,1042.05,1651.55,460.6,248.45,35.65,1578,724,345.5,1120.7,119.55,419,1701.05,434.55,441.5,441,144,269,1252,159.4,1415.05,2631.2,2995,619.4,84.4,994.1,1374.95,111.3,2598.15,339.6,400.3,373.3,24.15,1926.7
13-Dec-22,884,585.05,323.3,942.4,1103.55,190.7,2608.75,1270.65,85.8,132.7,1097.05,44.45,138.5,285,425.2,2034.9,471.95,1031,1652,463,252.4,36.25,1548,720.35,344.05,1122,120.1,436.75,1697,437.8,444.45,447.3,142.9,267,1253,150.95,1440.5,2617,3044.95,614.4,85.25,985,1286.9,112.35,2608.75,340.9,399,374,21.55,1911
12-Dec-22,889,580.6,315,928.55,1100,188.2,2614.2,1284.9,87,131.75,1106.95,43.05,139.5,284.8,427,1969.45,486.8,1026,1621.05,458.6,239.95,37.5,1557,719.2,341,1129,112.2,420.25,1689,430.1,446.35,445.05,140.65,270,1250,144,1465.85,2590,2945.1,615.85,84.3,993.05,1268.6,110,2614.2,334.05,393.5,378.25,19.9,1907
09-Dec-22,894.25,593.5,317.6,943.5,1086.1,188.7,2593.05,1255.65,87.5,131.9,1107.15,46,143.65,282.55,432.05,1918,480.95,1077,1624,473,239.05,39.7,1625,721.25,339.15,1146.05,108.15,418,1714.95,437,435.4,448.3,142.05,274,1263.95,148,1515.9,2648.9,2945,614,86.05,980.8,1286.1,112.6,2593.05,341,404.6,376.55,17.75,1914.95
08-Dec-22,888.5,585,314.3,917.65,1095.95,176.65,2596.2,1263.7,86.15,129.85,1111,47.6,141,286.95,422.8,1765.05,483.95,1110.2,1611.05,464.15,235,38,1605.05,720,340.1,1178.95,110.25,409.6,1699.15,444.95,431.1,450.3,140.85,270,1280,148,1544,2665.5,2927.9,610,85.3,1015,1279.9,111.5,2596.2,350.5,406.5,369.55,17.45,1908.2
07-Dec-22,898.9,581.45,321,903.95,1111.85,175.2,2619.55,1257.4,80.25,128.45,1109.6,50.85,144.7,290.05,425.35,1774.5,469,1110.15,1610,469.85,226.1,35.9,1612.95,717.1,337.05,1159.85,113.05,419,1715.4,438.05,430.95,443,141,268.5,1311.45,151.7,1531.35,2686.8,2806,610.1,86.05,1033.25,1290.2,113.1,2619.55,355,408.5,373.2,17.5,1922
06-Dec-22,892.95,573.2,316.05,896.1,1118.65,172.5,2606.15,1226.2,80,130.05,1110.1,53,145.45,287.65,432,1773.55,465.95,1116.05,1600.25,478.65,230.6,33.85,1621,728.9,334,1162.6,115.05,413.85,1728.7,428.1,432.3,443.05,143.05,260,1305,149.9,1580,2660,2763.5,614.7,88.1,1037,1317.6,115.6,2606.15,352,409.8,372.1,17.4,1945.45
05-Dec-22,889.55,579.95,321.3,905.05,1118.45,171.25,2621.05,1231.5,81,129.55,1106.6,52.1,147.55,288.7,433.2,1821.05,461.95,1134.65,1607,465,234.6,33,1634.5,732.1,336.7,1170.1,110.5,393.35,1727.35,448.2,415,441.05,141,261.85,1289.95,149.8,1580,2719.95,2765.6,605.05,87,1036.05,1330.05,113.05,2621.05,348.95,412.5,380.55,17.5,1947.05
02-Dec-22,891.3,581.15,317.4,897.15,1113.7,171.55,2642.75,1223.65,82,130.25,1124,48,149.9,291.1,428.6,1822.45,458.45,1130.05,1610.35,461.75,236.95,33.4,1652.2,733,338.3,1164.5,105.45,382.3,1697.1,451.25,425.15,440,141.75,261.45,1242.05,153,1364.1,2726.25,2756,608,85.85,1042,1284,110.25,2642.75,353.9,414.7,381.2,17.3,1923.3
01-Dec-22,882.25,572.2,316.5,905,1100.05,167.75,2658,1224.65,83.8,131.45,1142,43.85,150,290.25,435,1810.6,465,1128.4,1618,452,239,32.8,1652,738.5,340.15,1140.05,106.55,389,1695.05,450,426.3,445,141.15,260.1,1275,155,1365.3,2736,2785,607.5,85.4,1050.15,1301.3,108.2,2658,350,412,389,17.25,1920
30-Nov-22,877.75,564.75,316.2,899,1130,169.2,2613.75,1227.3,79.85,129,1121.25,44.6,147.55,294.25,440,1838.75,453.9,1129.95,1597,437.45,238.35,32.3,1620,725,342.2,1159.85,99.45,383.5,1683.8,443.45,416.45,447,140.5,264,1235,154.5,1335.85,2715,2799.85,609.3,82.7,1052,1283,106.1,2613.75,352,407,370.45,17.1,1911
29-Nov-22,879.2,569.3,313.25,891.7,1136,168.4,2593,1221.15,81.5,129.9,1101.3,49,146.3,293.1,429,1752.35,450,1115,1594,432.05,239.7,31.85,1618.9,720.65,339.05,1158.4,98.5,378.1,1698.05,439.6,424.3,444.45,139.6,256.9,1267.45,145.5,1339.9,2704.1,2762.15,609.95,82.25,1030.65,1311.2,104.8,2593,353,403.55,369.5,17.15,1928.35
28-Nov-22,877,564,295,887.65,1107.45,168.35,2589,1200.05,81.55,130.9,1100,42,148.05,287,424.5,1774.95,429.5,1121.05,1606.4,434.1,228.9,31.9,1628,720,339.3,1105,99.5,372.35,1701.75,430.45,440.1,435,139.1,255.9,1267.45,157.9,1318,2601.35,2770.05,605.05,82.8,1033,1291,105.9,2589,345,402.2,355,16.95,1936
25-Nov-22,875,559.55,282.7,881,1094,170.7,2613,1198.85,84,129.35,1096,40.25,146.5,285.05,418,1748.05,420.25,1130.05,1627.35,437.05,221.2,31.1,1629.8,727,341,1051,98.9,379.75,1699.8,438,436.35,436,139.45,261.9,1245.1,149.65,1330,2583.05,2815,610.1,82.65,1032.1,1280,105.55,2613,343.55,397.05,360.3,16.95,1940.35
24-Nov-22,871,563.25,283.95,877.25,1080,169.3,2619.95,1208.45,81.55,130.65,1109.05,35.4,147.95,275.8,424,1810.55,404.6,1097.05,1604,434.5,216,32.2,1588,720.5,339.25,1041.2,99.75,382.7,1707,440,457.9,441.95,136.05,257,1255,138.5,1299.95,2566,2790,610,83.25,1018.05,1297.95,105.65,2619.95,348.8,389.2,375,16.85,1903.95
23-Nov-22,882.05,566.4,284.35,871.35,1080.6,167.9,2615,1181.35,88,135.4,1108.05,32.25,146.1,280.65,425.95,1840,407.1,1110,1608.9,433.05,212.45,31.5,1592,717,342,1040,91.2,353.05,1700,439.8,432.1,436.3,135.15,259,1243.45,139,1288.9,2579,2797.15,603,82.35,1015,1285.95,105.9,2615,348.55,390.25,362.05,17,1899.75
22-Nov-22,873,562.1,281,875.4,1097.5,162.2,2574,1192.4,86.3,129.1,1101.05,31.1,147.2,283.9,412.05,1813.1,410,1088.05,1596,430.55,213.6,31.75,1567.2,713.35,336.55,1046,95.6,352.05,1682.5,439.85,427.85,441,135.3,264,1195.45,145,1286.95,2544.25,2842.75,598.05,81.2,1000.05,1294.55,104.25,2574,347,388.5,359.4,16.65,1911.1
21-Nov-22,884.25,572,273.3,859.25,1103.95,161.7,2552,1162.05,85.2,130.25,1104.95,32,149.6,285,410,1825.2,411,1100,1606.55,440.95,210.85,32.3,1589.5,710,339.7,1025.4,98.35,361.35,1662.55,428.9,426.05,430.55,136.15,260,1222.05,148,1348,2585,2812.75,602,82.5,1008.4,1260,107.9,2552,350.85,393.05,352,16.8,1936.05
18-Nov-22,890.4,573.6,277.25,859.7,1098,164.4,2584.9,1133.45,76.05,131,1121.05,32.8,150.85,286,431.95,1881.9,411.65,1095,1620.2,440.45,210.5,33.35,1592,728.95,343.4,1029.15,101.55,359,1683.55,425,433.95,444.75,142.6,260,1221,157.9,1328.95,2606,2868.75,600.25,81.8,1015,1305.15,105.85,2584.9,356.1,397,346.3,17,1929.9
17-Nov-22,884,577.5,278.7,854.05,1111.2,162.6,2630.1,1164.35,75.5,130.5,1122.4,34.95,153.05,294,425,1769.65,408.1,1097,1616,443,208.1,33.55,1595,721.15,344,1022,100.55,370.15,1709.4,425,438,445.95,141.8,260.05,1232,142.25,1288.45,2586,2860.65,598.1,82.75,1018.7,1306.8,106,2630.1,366.05,398.15,347.2,17.05,1948.9
16-Nov-22,910,587,297.85,856,1148.6,164,2660,1223.1,75.85,124.3,1111.05,35.4,153.65,301,435.1,1777.95,420,1104.9,1608,453.25,210.3,32.4,1594,740.45,344.75,1029.05,103.35,376.1,1696.15,439.9,444,452.3,142.7,263.9,1254.45,155,1278,2604,2836.65,600.9,86.15,1006,1330,108.3,2660,374.65,398,354,17.05,1980.05
15-Nov-22,896,583,291.05,850,1158.95,164.3,2648,1208,76.75,125,1129.2,33.2,156.35,299.7,430.05,1788.75,411,1090.15,1620.55,455.55,208.55,33.75,1560.05,746,347.4,1017.05,102.7,334,1673.6,440.05,446.05,438.55,139.85,260.05,1255,155.4,1291.6,2618.05,2929.9,593.25,86.2,1020.6,1301.55,108.8,2648,388.9,396.6,350.55,17.15,2020
14-Nov-22,892.25,558,291,849.1,1158.9,161.65,2655,1240,75.7,123.6,1121.45,32.75,151.5,285,417,1720,413.6,1098,1610.25,432.8,208,31.25,1572,751.1,355.8,1022.05,103.5,331.1,1729.5,447.55,454,448.15,140.45,267.6,1235.05,143,1207.8,2625,2913.55,604,85.4,1013.5,1315.5,108.15,2655,359.95,402,356.45,16.85,2017.4
11-Nov-22,906.8,563.6,294.45,847.2,1149.1,168,2664,1226.9,75,124.1,1131,32.2,152.2,284.85,418.7,1632,415.15,1070.2,1538,419.2,207.05,32.15,1535.25,757,361.9,1055.3,104.4,353.9,1738.6,465,464.05,443.4,140,271.75,1300.05,142,1252.3,2598.7,2917.2,616,84,1015,1326,106.2,2664,360,395.85,367,16.7,2041.85
10-Nov-22,890.05,561.55,295.45,846,1155.35,166,2717.75,1200.45,73.15,124.6,1120.05,29.45,154.85,280.15,417.15,1584.55,419.2,1051.5,1492.05,415,204.65,33.75,1482,762.5,359.9,1040.9,106.35,345,1734.5,457,463.25,445.6,137.05,280.1,1353.8,139.45,1215.05,2585,2907.4,610.1,84.7,1005.05,1321,105.05,2717.75,367.9,387.55,349.05,16.5,2075.95
09-Nov-22,857,568.1,300.6,874.6,1154,159.2,2742.05,1216.05,78,126.25,1135,29,158.5,287.55,422.5,1646.05,428.4,1058,1508.55,432.6,211.15,35.5,1527,767.3,353,1070.95,105.7,299,1867.4,467.5,470.05,457.3,138.35,278,1356.1,132.85,1261.5,2606,2969.95,620,87.95,1025.8,1304.1,107,2742.05,365,393,369.45,16.55,2057
07-Nov-22,867.95,558.6,289,878.45,1146.45,159,2779,1222,74.05,126.1,1148.9,30.5,151.15,282,422,1627,431.5,1042.8,1512,431.1,205.45,36.9,1515,760.25,354,1069.6,105,281.2,1730.75,463.7,470.5,450.9,137.85,285.25,1390,126.55,1296.3,2592,2999.4,614,84.9,1039.1,1300,105.1,2779,338,392,350.05,16.5,2073.2
04-Nov-22,836,539.25,286.5,869,1161.45,149.9,2780,1229.5,72.8,123.1,1165.2,29.95,149.4,282.55,427.25,1583.8,423,1041.8,1501,412,207,35.4,1522.7,751.55,353,1054.95,102.4,279.95,1742,465,477.8,467,136,267.5,1359,120.55,1322,2548,2881.9,586,81.3,1044,1273.2,102.25,2780,342.8,386.45,345.9,16.25,2036
03-Nov-22,829.9,539.25,287.5,854.1,1151.25,145.6,2717,1221.6,73,122.35,1147.05,29.9,151,279.25,419.7,1580.55,423.65,1030,1499,415,213.55,33.75,1541,753.4,354.25,1062.4,101,270.5,1742,465,500.95,465.4,136.5,265.45,1384,114.85,1159.75,2526.15,2891.3,568.8,79.7,1048,1250,100.6,2717,338.4,390.5,343.5,15.45,2057.9
02-Nov-22,854.7,545.25,291.05,873.35,1159.25,147,2748.5,1223.5,71.75,120.1,1162.1,30.3,154.05,272.8,412.15,1592.7,425.15,1059.1,1513.1,413.65,211.2,32.15,1574,736.25,348,1089,102.85,273.15,1745.95,461.85,491.8,481.6,135.55,268.75,1410.2,109.4,1199.65,2528.35,2940.6,575.1,79.6,1038.5,1270.95,100.9,2748.5,333.45,392.9,346.8,15.5,2064.3
01-Nov-22,829,533.1,290.85,903,1157.85,148.05,2770,1243.3,72,123.45,1167.15,30.1,150.9,275,407.1,1496.7,430.15,1045.3,1500,404.9,212.9,29.2,1550,743.5,348.2,1085.65,103.05,271.75,1734.6,458.9,490.75,489,133.5,268.95,1413,104.5,1195.15,2582,2925.95,575.2,78.7,1017.5,1267.1,98.15,2770,325.7,388,348.1,15.5,2100
31-Oct-22,821.1,521.4,288.3,907.35,1153.05,147.7,2750,1215.35,74.5,125.05,1155.1,29.3,149,275.85,400,1479.45,425.65,1033,1465,405.85,212,28.15,1522.2,742,347.55,1069.45,105.2,294.45,1755.25,432,490,478,133.9,268.7,1430.6,104.3,1161.3,2535,2937.9,573.4,79.1,990,1240,101.7,2750,329.4,385.6,350.85,15.7,2051.3
28-Oct-22,824.4,529.1,285.5,911.15,1153.7,149.7,2707,1236.7,70.5,124.85,1160.75,28.4,150.1,271.7,398.35,1480.5,429.85,1027.1,1450,411.2,211,30.45,1521,739.15,346,1077,102.35,275.15,1757.35,418.25,486.85,476.6,131.7,267.95,1426.2,104.95,1120.85,2463.05,2880.45,579.75,82.7,1002.45,1221.85,104.05,2707,337.8,382.6,348.6,15.75,2059.7
27-Oct-22,801.5,514.5,286.85,906.45,1141.35,148.4,2691,1197.25,70.15,124.1,1165,29,148.75,267.35,396,1495.35,431.25,1027.3,1461,406,210,30.85,1526.05,745,346.1,1070,100.1,282,1737.95,418,487.9,474.85,130.8,273.95,1447.9,105,1095.25,2456,2844,582.5,79.95,996,1227.7,102.05,2691,335.9,385,360.95,15.6,2027.7
25-Oct-22,808.7,514.85,281.8,905.8,1169.9,143.35,2684.3,1180.25,72.2,124.15,1146.45,28.5,151.25,272.5,397,1453.65,435,1032.9,1453,392.7,207.9,31,1525,737.55,349.25,1101,103.3,269.25,1715.05,412.15,466,483.4,132.05,270.5,1427.45,104.9,1116.75,2498,2808.75,571.2,78.1,987.9,1227.05,101,2684.3,329,386,356.2,15.75,2037.1
24-Oct-22,808,515.8,282.8,919.2,1160.95,144.85,2700,1211.65,70.5,123.25,1140,29.45,149.2,274.2,398.45,1450,434.85,1031,1454.7,394.15,209.9,30.85,1516.05,743.15,349,1092,101.2,271.3,1762.3,412.1,450.15,479.6,132.55,267.9,1446.7,105,1147.85,2464.5,2822.15,566.25,78.85,980,1225,102,2700,325.5,385,345,15.65,2031.05
21-Oct-22,822.55,517.05,285.25,860,1172.55,140.7,2640,1200.05,74.8,125.35,1132.05,27.9,151.45,270.1,397.2,1404,433.05,1018.5,1448.6,396.5,206,30.35,1500.9,742.2,354,1095.4,104.55,272.05,1668.2,408.05,467.8,485.1,129.85,268.95,1437,105.4,1170.9,2507,2859.95,557.9,79.2,977.3,1209.15,100.65,2640,334.85,382,354.6,16.2,2046.1
20-Oct-22,800.05,509.5,287,828.9,1168.75,136.6,2638,1216,72.55,124.05,1125,27.5,151.35,274.7,396.6,1383.75,431.35,986.1,1441.25,384,201.5,31.9,1477,740.95,346.45,1092.75,105.3,280.7,1683.3,402.75,460.25,474.85,127,274,1425.3,104,1154,2478.05,2887.7,555.65,78.3,973.65,1208.45,99.5,2638,331.85,376.35,361.75,15.8,2064.05
19-Oct-22,814.95,512.85,283,819.9,1166.7,140.65,2669.95,1209.95,69.95,126.85,1130,27,154.05,271.05,396.6,1406.3,430.05,1005.35,1462,394,203.3,32.3,1507.45,731.35,343.8,1120,107.9,277.6,1708.85,418,450.2,485.2,128.7,289.85,1437,106.45,1179.95,2452.15,2803.35,562.45,78.45,970.05,1246.85,100.6,2669.95,343.8,381.8,361.55,15.85,2072.2
18-Oct-22,792.9,523.05,277.9,819.05,1150.55,137.1,2635,1190.55,69.45,124,1109.05,27.2,153.05,272,395,1432,424.15,1000.45,1452,391.35,204.45,32.15,1507,733.6,333,1109.35,104.6,277.15,1690.05,419.55,437,483.8,128.05,282.25,1419.8,105.4,1136.15,2420,2764,546.1,78.6,980.05,1205,100.1,2635,340.85,381.45,363.05,15.85,2017.65
17-Oct-22,780.55,496.05,270.15,805.7,1139.65,130.1,2623.1,1137.2,68,121.05,1104,26.5,150.95,274.25,388,1308,425,1003,1434.65,393.3,205,33.4,1475,720,331.6,1082,103,278.65,1700.05,425.05,422.75,487.05,126.95,263.5,1393.8,104,1155,2354.7,2730.25,526.05,77.35,976,1164.1,99.85,2623.1,347.65,377.3,367,15.7,2052.4
14-Oct-22,805.95,506.55,277,813.1,1155.05,132.5,2628.05,1145.75,68,124.75,1107.05,26.45,151.65,272.05,392.05,1325,434.85,1001,1412,410.15,211.35,32.4,1487.7,731.1,331.5,1130,102.45,277.3,1823,430,436.2,473.9,131.65,269,1390,108.5,1258.3,2412,2770,530,79.75,979.75,1182.7,101.6,2628.05,355,385.3,371.2,16,2073.7
13-Oct-22,806,501.85,273.1,807,1153.4,131.8,2610,1174,68.85,119.55,1108.1,26.35,150.85,269.8,391.95,1288.55,431.75,975,1402.5,410.55,212,33.1,1434.45,722.4,329.05,1101,96.4,279.3,1867.4,420,426.65,474.7,130.75,260.5,1385.85,107.25,1237.95,2375.8,2767.15,533,79.25,953.05,1180.35,100.7,2610,349.55,390,362.1,15.9,2051
12-Oct-22,801,501.6,267.1,788,1186.1,130.05,2606.65,1161.05,69.3,116.25,1107.35,26.95,151.95,265.1,383.2,1324.95,425.55,948.7,1407,397.05,210.5,34.85,1446,729.1,327.05,1125,98.55,276.65,1734.8,405.05,438.85,479.95,131.1,265.05,1400,106.1,1102.6,2354.95,2721.05,528.15,79.25,944.55,1180,100.5,2606.65,349.9,404,367,16.25,2040
11-Oct-22,814.9,525.7,270.65,781,1180,132.7,2699.25,1145.05,69.95,115.45,1121,26.55,155.9,271.45,394,1330.05,428.05,964.2,1403.8,403.5,214.85,32,1462,732,328.05,1145,102.65,265.15,1752.35,409.05,445.7,478.35,133,268.45,1430.05,115.5,1155.4,2411.25,2779.3,530.3,81.45,945.55,1229.9,103.3,2699.25,341.75,415.1,379.95,16.45,2042.9
10-Oct-22,806,517,268.45,747.3,1186.45,131.75,2705.55,1135.1,70.55,110.75,1111.75,27.5,152.15,272.95,395.3,1323.95,430.9,939.05,1410,401.15,215,33,1423.35,724.05,329.2,1144.95,100.9,282.1,1745.05,406.15,431.35,474.5,132.5,263,1380,118,1151,2409.05,2785,525,79.5,946,1203.5,102,2705.55,346.9,399.95,377,16.35,2050.65
07-Oct-22,822.9,509.65,271,755.8,1190,134.15,2685,1129.35,71.2,111.5,1128.55,28.45,156.6,278.2,396.55,1271,431.95,964,1425.25,410,219.05,32.3,1450,731.05,336.55,1177.7,101.3,261,1782.4,426.05,444.25,475.65,132,269.7,1390.65,117,1130.95,2418,2800.3,535.8,82.15,953,1196.65,103.35,2685,345,409.8,368,16.65,2068
06-Oct-22,832.5,496,272.85,748.6,1193.7,134.1,2609.95,1115.05,69.8,112.05,1145,28.4,152.9,267,406.9,1197.35,436.05,951.5,1455,401,219.05,32.5,1441,724,334.2,1180.05,101.35,283.4,1798.2,414,427,492.3,136,266.15,1361,111.95,1073.3,2436,2782.85,533.05,80,951,1195.95,102,2609.95,358.9,408.6,368.05,16.3,2065
04-Oct-22,803,502,268,732.5,1198.9,131,2620.05,1130.4,69.55,113,1136.1,25.8,147.65,264.95,406,1149,433,940,1425.25,391.55,218.25,33.75,1419,712.05,328,1196,96.3,281.25,1800,418.6,431,506.85,134.4,267.45,1337,108.8,1081.05,2398.45,2742.2,531,77.15,952.6,1182,99.6,2620.05,356.3,398.75,367.05,15.6,2017
